screen_time,public_profile,location_sharing,two_factor_auth,password_strength,social_platforms,public_posts,app_permissions,data_breach_exposed,risk_label
3,1,0,0,7,1,3,15,0,1
9,0,0,1,10,3,92,12,0,1
14,1,1,1,7,5,150,14,1,2
1,0,1,1,5,3,5,2,1,1
1,1,1,1,5,7,31,18,0,2
14,1,1,1,5,5,105,7,1,2
4,0,0,0,1,5,145,6,0,1
9,1,1,0,8,3,14,14,0,2
6,0,1,1,1,2,167,8,0,2
13,0,0,0,4,4,121,2,1,2
11,1,0,0,9,1,95,17,1,2
3,0,1,0,9,6,5,5,1,1
1,1,1,1,5,4,111,14,1,2
4,1,0,0,4,1,119,3,0,1
12,0,1,1,3,1,122,5,1,2
13,0,0,0,3,5,190,16,0,2
9,0,0,1,5,1,66,18,0,2
3,0,0,0,10,6,105,17,0,1
12,1,0,1,1,1,138,11,1,2
9,1,1,1,5,3,42,17,0,2
7,0,0,0,6,4,144,16,0,2
12,1,0,1,7,3,95,2,1,2
14,1,1,1,9,6,131,4,0,2
4,1,0,1,3,1,190,7,1,2
3,1,1,1,2,7,195,2,1,2
10,0,1,1,3,6,80,6,1,2
5,0,1,1,9,5,40,17,0,1
5,1,0,1,7,3,132,7,1,2
3,0,1,1,9,3,159,5,1,1
12,0,1,0,2,2,197,5,1,2
9,0,0,0,5,1,34,16,1,2
4,1,1,1,4,5,21,19,0,2
11,1,1,1,2,7,192,9,1,2
5,1,1,0,9,3,149,5,0,2
4,0,1,0,9,3,111,8,1,2
5,1,1,0,6,5,10,9,0,2
7,1,0,1,6,6,2,5,1,1
9,0,1,0,8,6,136,10,0,2
7,1,1,1,6,1,59,2,1,2
13,1,0,1,1,2,75,9,0,2
5,0,0,0,4,3,86,11,0,1
10,0,0,1,7,2,13,4,0,1
10,0,1,1,2,6,17,2,1,2
7,1,0,1,9,6,112,6,0,1
14,1,1,1,8,4,72,14,0,2
10,1,1,0,8,7,22,1,0,1
5,0,0,0,7,1,82,18,0,1
3,0,0,1,4,4,124,7,1,1
7,1,1,1,2,7,174,1,0,2
13,1,0,0,3,4,68,1,0,2
11,0,1,1,6,4,46,1,0,1
11,0,0,0,5,1,115,4,1,2
2,0,0,1,8,1,29,4,0,0
12,0,0,1,6,5,24,18,0,2
9,1,1,0,6,2,155,11,0,2
10,0,0,0,1,2,111,1,0,1
10,1,1,0,4,5,24,10,1,2
12,1,1,0,5,5,73,9,0,2
1,1,1,1,3,6,57,4,0,1
13,0,1,0,9,7,93,6,1,2
6,0,0,1,1,4,118,16,1,2
7,0,1,0,6,5,126,2,1,2
14,0,1,0,6,3,168,18,0,2
13,1,0,1,10,2,24,10,1,2
8,0,1,0,5,5,77,17,0,2
10,0,0,0,5,3,98,13,1,2
9,1,1,0,10,3,115,18,0,2
2,0,0,0,5,3,47,13,1,1
11,1,1,1,6,6,9,17,0,2
10,1,0,1,8,6,98,5,1,2
2,1,1,0,2,3,10,11,0,2
5,1,1,0,6,7,84,7,0,2
13,1,0,0,1,6,148,10,0,2
5,1,0,1,4,4,172,17,0,2
6,1,0,1,10,3,134,15,0,2
3,1,0,1,3,4,191,18,0,2
8,0,1,1,9,4,125,19,0,2
13,0,1,0,3,3,63,2,0,2
1,0,0,0,6,2,1,4,1,1
6,0,1,0,1,7,75,3,0,1
4,1,0,1,6,3,120,7,0,1
1,0,0,0,4,3,41,18,1,2
7,1,1,1,8,6,53,10,0,2
9,0,1,1,9,3,74,7,1,2
13,0,1,0,4,2,15,8,0,2
4,0,1,0,10,6,17,6,1,1
4,1,1,0,10,1,186,1,1,2
6,0,1,1,6,1,89,4,0,1
12,1,1,1,1,4,143,14,1,2
3,1,0,0,4,7,5,17,0,2
13,0,0,0,7,4,184,18,0,2
12,0,0,1,1,2,107,11,0,2
6,0,0,0,8,5,174,14,0,2
7,1,0,1,10,7,47,9,1,1
11,0,1,1,6,1,41,15,0,2
10,1,0,0,5,4,75,12,1,2
10,1,0,0,10,1,187,10,1,2
3,0,0,0,9,2,76,19,0,1
7,0,0,0,2,2,131,19,0,2
14,1,0,1,5,5,129,6,0,2
3,1,0,1,6,5,58,6,0,1
13,1,0,1,7,6,154,8,1,2
13,0,1,0,5,7,26,1,0,1
2,1,1,1,9,2,78,17,1,2
12,0,0,0,1,4,71,17,0,2
14,1,1,0,7,1,6,15,0,2
10,1,1,0,10,3,190,7,0,2
4,0,1,0,7,5,110,19,0,2
12,1,1,0,4,3,118,3,1,2
8,0,0,0,9,4,173,11,1,2
13,0,1,1,5,5,62,19,0,2
9,1,1,0,4,3,123,9,1,2
7,0,1,1,7,7,11,10,1,2
1,0,0,1,4,4,140,2,0,1
3,1,0,0,3,1,42,1,0,1
13,0,0,0,9,7,16,16,1,2
12,0,0,0,8,4,62,18,1,2
14,0,0,1,1,6,119,17,1,2
9,1,0,0,7,5,35,6,1,2
12,0,0,1,9,2,7,14,0,1
1,1,1,0,8,1,68,15,0,2
9,1,1,0,8,7,89,14,1,2
8,0,1,1,6,7,35,3,0,1
1,0,0,1,4,3,27,19,1,2
6,0,0,0,8,5,117,12,1,2
5,1,0,1,3,2,92,2,0,1
6,0,0,1,9,4,174,3,1,1
10,0,0,1,2,2,75,18,1,2
12,0,1,1,2,5,100,1,0,2
13,0,1,1,7,5,157,6,0,2
13,0,0,0,10,6,150,5,1,2
13,1,0,0,4,6,143,1,1,2
5,1,0,1,10,2,13,19,0,1
6,0,0,0,8,4,70,1,1,1
5,0,1,0,9,2,179,16,1,2
11,0,0,1,7,5,123,12,0,2
12,0,0,0,5,5,124,8,0,2
5,1,0,1,8,3,36,16,0,1
4,0,0,1,4,6,28,1,0,0
3,1,1,0,2,3,194,4,0,2
3,1,0,1,6,1,142,10,0,2
4,0,0,1,9,5,174,11,1,2
9,1,1,1,1,3,173,17,1,2
2,1,1,1,10,2,179,7,0,2
9,1,1,1,7,6,18,12,0,2
1,1,0,0,10,6,105,7,1,1
14,0,0,0,9,4,20,12,1,2
1,0,1,1,10,2,63,15,1,2
5,1,1,1,9,4,164,2,0,1
6,0,1,0,10,3,26,14,0,1
6,0,1,1,3,7,54,13,1,2
3,0,1,0,5,1,28,4,0,1
7,0,1,1,8,2,147,14,0,2
9,0,0,1,8,2,24,14,0,1
11,1,0,1,4,2,69,16,1,2
12,0,0,1,1,4,62,7,1,2
10,0,1,1,1,3,163,19,0,2
8,0,1,1,4,2,129,2,0,1
6,0,1,1,6,7,149,10,0,2
12,1,1,0,8,2,15,18,0,2
8,1,1,0,6,6,145,17,0,2
12,1,1,0,9,1,196,5,1,2
5,1,0,1,9,6,181,12,0,2
8,0,0,1,2,6,99,6,0,1
10,1,1,1,10,1,29,9,0,2
12,0,0,1,1,7,44,1,1,2
4,0,1,1,2,3,18,15,1,2
10,0,0,1,5,6,33,6,0,1
8,0,1,1,4,3,140,19,1,2
10,0,1,0,4,6,170,18,1,2
12,1,0,1,9,5,61,6,1,2
2,1,0,0,8,1,117,13,1,2
12,1,1,0,6,6,99,1,1,2
12,1,1,1,1,5,21,13,1,2
5,0,0,1,2,4,179,7,0,2
9,1,0,0,6,5,179,15,1,2
4,0,1,0,2,2,110,12,1,2
11,1,0,1,10,6,163,1,0,1
6,0,1,1,5,5,72,15,0,2
1,0,1,0,5,3,146,4,0,1
9,1,1,1,6,4,37,13,0,2
1,0,1,1,6,7,69,5,1,1
5,0,0,1,6,6,115,2,1,1
4,1,0,0,2,2,78,1,1,2
13,0,0,0,10,7,184,16,1,2
12,1,0,0,3,5,147,6,0,2
13,1,0,1,6,7,8,16,1,2
13,1,0,1,8,7,31,14,1,2
14,0,0,0,1,4,131,3,0,2
3,0,1,0,1,7,49,15,1,2
13,0,0,0,2,7,81,3,1,2
6,1,0,1,6,6,4,2,1,1
2,0,1,0,9,4,147,1,1,1
3,1,0,0,4,2,86,9,0,1
5,1,0,1,3,5,125,9,0,2
9,0,1,1,8,4,74,7,0,1
2,1,0,1,10,4,164,3,0,1
10,0,0,0,9,1,21,18,0,1
8,0,0,1,5,4,185,11,1,2
14,0,1,1,9,1,67,7,1,2
2,0,0,0,2,5,43,9,0,1
11,0,0,1,3,7,33,1,0,1
13,1,1,0,7,6,76,14,0,2
5,1,0,0,7,6,41,6,1,1
7,1,1,1,6,5,136,7,0,2
8,0,1,1,6,5,105,10,1,2
1,0,0,1,2,3,94,7,1,1
6,0,1,1,10,7,134,2,1,1
1,1,1,1,6,5,67,4,1,2
2,0,0,1,4,4,146,17,0,2
1,1,1,0,3,6,158,1,1,2
11,1,1,0,2,2,127,10,1,2
5,0,0,1,1,6,162,19,0,2
10,0,0,0,5,1,184,15,1,2
9,1,0,1,2,6,84,10,1,2
6,0,1,0,2,3,188,19,1,2
11,1,0,0,7,7,158,12,0,2
11,0,1,0,8,5,82,16,1,2
1,0,1,1,10,7,94,9,1,1
13,1,1,0,8,5,180,15,0,2
1,0,1,1,4,6,31,17,0,2
2,1,1,0,1,2,65,14,1,2
9,0,1,0,7,2,186,18,1,2
3,1,1,0,1,3,115,2,0,2
1,1,0,0,4,1,137,4,1,2
5,0,0,0,8,6,129,18,0,2
7,1,1,1,2,5,193,7,1,2
6,0,1,1,6,6,59,13,0,2
12,0,0,0,6,3,16,15,1,2
1,0,1,0,9,4,95,1,0,0
5,1,0,0,5,4,143,11,0,2
5,1,0,0,10,3,15,10,0,1
6,0,0,1,4,5,45,5,0,1
3,0,1,0,5,7,166,16,0,2
5,1,1,1,10,3,158,11,1,2
7,0,0,0,5,5,106,6,1,2
5,0,0,1,8,2,87,9,0,1
5,1,0,0,10,3,128,13,1,2
5,0,0,0,8,5,138,8,1,1
10,1,0,1,2,3,118,14,1,2
10,0,1,0,7,3,84,1,1,2
3,1,0,0,8,7,3,17,1,2
1,0,1,0,6,7,70,5,1,1
5,0,0,1,5,5,153,2,0,1
14,1,1,0,9,5,110,9,1,2
9,0,1,0,3,1,49,4,1,2
14,1,1,1,10,3,139,17,1,2
1,0,1,1,4,4,94,17,0,2
3,1,1,1,9,3,91,18,1,2
13,1,1,0,6,3,64,16,1,2
13,1,0,0,8,5,46,8,1,2
4,1,1,0,7,3,180,11,0,2
14,0,0,1,2,6,105,18,1,2
1,0,1,0,3,3,198,10,0,2
1,1,1,0,1,6,129,13,1,2
8,1,0,1,9,7,105,17,0,2
2,1,1,1,7,4,23,18,0,2
12,0,0,1,1,5,3,10,0,2
8,0,0,1,3,3,107,16,1,2
7,0,0,1,4,6,18,5,0,1
10,0,0,0,4,6,153,13,0,2
10,1,1,1,5,7,39,18,0,2
2,1,1,0,3,6,49,17,0,2
6,1,0,0,3,2,170,9,1,2
6,0,1,1,1,1,74,14,1,2
3,0,1,1,7,4,194,17,1,2
11,0,0,1,10,7,11,4,1,1
2,1,1,0,1,7,194,18,0,2
12,1,0,1,2,3,26,15,1,2
1,0,0,1,4,2,112,11,0,1
6,1,1,1,4,3,181,12,1,2
12,0,1,1,5,3,193,9,1,2
5,0,1,1,2,5,48,13,1,2
14,1,0,0,4,5,143,15,0,2
14,0,0,0,1,5,129,15,1,2
11,1,1,0,2,2,59,5,1,2
9,0,1,1,1,3,181,19,1,2
1,1,1,1,10,1,29,14,0,1
7,1,1,1,10,4,83,17,1,2
5,1,0,0,4,5,165,18,1,2
5,0,1,1,4,5,27,3,0,1
14,0,0,1,7,7,24,2,0,1
2,1,0,1,10,3,95,1,1,1
11,1,1,0,9,3,124,10,1,2
3,0,1,1,9,2,9,19,1,2
7,0,1,0,5,2,187,17,0,2
6,0,0,1,10,5,41,12,0,1
12,1,1,0,1,3,39,1,0,2
2,0,1,0,1,1,76,12,1,2
6,0,0,0,6,4,104,17,0,2
2,1,1,1,2,3,117,3,1,2
2,0,0,1,8,7,41,11,0,1
2,0,1,0,9,3,46,17,0,1
14,0,0,0,4,6,164,3,0,2
11,1,1,1,5,2,21,8,1,2
3,1,1,1,8,7,184,4,1,2
2,1,0,0,3,4,106,7,1,2
4,1,0,1,5,5,26,14,1,2
9,1,1,1,3,7,40,14,0,2
6,1,0,1,10,3,79,4,1,1
1,1,0,1,3,5,161,16,0,2
8,0,0,0,3,3,159,1,1,2
12,0,0,1,7,5,88,17,1,2
14,1,1,1,7,4,65,10,0,2
7,0,1,0,7,2,11,16,0,2
10,0,0,0,10,4,167,16,1,2
